"","From","Entry","Features","Glyco.features","Glyco"
"2493","Q9R1B9","Q9R1B9","Chain (3); Disulfide bond (42); Domain (19); Glycosylation (12); Repeat (20); Sequence conflict (3); Signal (1); Site (1)","12",TRUE
"2494","Q9R1C8","Q9R1C8","Chain (1); Disulfide bond (1); Glycosylation (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2495","Q9R1E6","Q9R1E6","Active site (1); Alternative sequence (2); Beta strand (28); Binding site (16); Chain (1); Disulfide bond (15); Domain (2); Glycosylation (4); Helix (44); Motif (1); Mutagenesis (25); Propeptide (1); Region (3); Sequence conflict (5); Signal (1); Site (1); Turn (11)","4",TRUE
"2496","Q9R1I1","Q9R1I1","Binding site (2); Chain (1); Glycosylation (3); Sequence conflict (2); Topological domain (2); Transmembrane (1)","3",TRUE
"2497","Q9R1N9","Q9R1N9","Alternative sequence (1); Chain (1); Compositional bias (3); Glycosylation (1); Region (12); Topological domain (2); Transmembrane (1)","1",TRUE
"2498","Q9R1P4","Q9R1P4","Beta strand (13); Chain (1); Cross-link (2); Glycosylation (1); Helix (8); Modified residue (3); Region (1); Turn (4)","1",TRUE
"2499","Q9R1Q9","Q9R1Q9","Chain (1); Disulfide bond (1); Glycosylation (8); Mutagenesis (1); Propeptide (1); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","8",TRUE
"2500","Q9R1S7","Q9R1S7","Binding site (2); Chain (1); Domain (4); Glycosylation (2); Modified residue (1); Region (1); Sequence conflict (22); Topological domain (18); Transmembrane (17)","2",TRUE
"2501","Q9R1V4","Q9R1V4","Chain (1); Disulfide bond (7); Domain (3); Glycosylation (4); Propeptide (1); Region (2); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2502","Q9R1V6","Q9R1V6","Alternative sequence (16); Chain (1); Compositional bias (2); Disulfide bond (20); Domain (3); Glycosylation (4); Modified residue (8); Mutagenesis (1); Propeptide (1); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2503","Q9R1V7","Q9R1V7","Alternative sequence (4); Chain (1); Disulfide bond (7); Domain (3); Glycosylation (8); Propeptide (1); Sequence conflict (5); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"2504","Q9R1W5","Q9R1W5","Chain (1); Disulfide bond (3); Glycosylation (6); Modified residue (2); Sequence conflict (2); Signal (1); Topological domain (8); Transmembrane (7)","6",TRUE
"2505","Q9R1X5","Q9R1X5","Binding site (2); Chain (1); Compositional bias (2); Domain (4); Glycosylation (8); Modified residue (7); Region (3); Sequence conflict (10); Transmembrane (13)","8",TRUE
"2506","Q9R216","Q9R216","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (2); Motif (1); Region (2); Sequence conflict (9); Signal (1); Topological domain (8); Transmembrane (7)","2",TRUE
"2507","Q9R229","Q9R229","Chain (1); Disulfide bond (4); Glycosylation (2); Propeptide (1); Sequence conflict (3); Signal (1)","2",TRUE
"2508","Q9R233","Q9R233","Alternative sequence (1); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (1); Sequence conflict (4); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2509","Q9R2B6","Q9R2B6","Alternative sequence (2); Chain (1); Disulfide bond (1); Glycosylation (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2510","Q9WTL4","Q9WTL4","Active site (1); Binding site (2); Chain (3); Disulfide bond (10); Domain (4); Glycosylation (11); Modified residue (2); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","11",TRUE
"2511","Q9WTN6","Q9WTN6","Binding site (1); Chain (1); Compositional bias (1); Glycosylation (3); Region (1); Topological domain (13); Transmembrane (12)","3",TRUE
"2512","Q9WTR0","Q9WTR0","Active site (1); Binding site (18); Chain (1); Compositional bias (2); Disulfide bond (1); Glycosylation (1); Motif (1); Propeptide (1); Region (1); Repeat (4); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2513","Q9WTR1","Q9WTR1","Chain (1); Glycosylation (1); Intramembrane (1); Modified residue (4); Region (4); Repeat (6); Sequence conflict (1); Topological domain (6); Transmembrane (6)","1",TRUE
"2514","Q9WTR5","Q9WTR5","Beta strand (18); Chain (1); Compositional bias (1); Domain (5); Glycosylation (7); Helix (3); Lipidation (1); Mutagenesis (1); Propeptide (2); Region (1); Sequence conflict (3); Signal (1); Turn (5)","7",TRUE
"2515","Q9WTS4","Q9WTS4","Alternative sequence (1); Chain (3); Compositional bias (2); Disulfide bond (22); Domain (9); Glycosylation (14); Modified residue (4); Motif (2); Region (2); Repeat (28); Site (1); Topological domain (2); Transmembrane (1)","14",TRUE
"2516","Q9WTS5","Q9WTS5","Chain (3); Compositional bias (3); Disulfide bond (22); Domain (9); Glycosylation (15); Modified residue (4); Region (1); Repeat (28); Sequence conflict (3); Site (1); Topological domain (2); Transmembrane (1)","15",TRUE
"2517","Q9WTS6","Q9WTS6","Alternative sequence (5); Chain (1); Compositional bias (3); Disulfide bond (22); Domain (9); Glycosylation (17); Region (2); Repeat (29); Sequence conflict (5); Topological domain (2); Transmembrane (1)","17",TRUE
"2518","Q9WTU3","Q9WTU3","Alternative sequence (5); Binding site (1); Chain (1); Compositional bias (4); Disulfide bond (4); Domain (1); Glycosylation (8); Helix (1); Intramembrane (4); Modified residue (3); Mutagenesis (5); Natural variant (2); Region (6); Repeat (4); Sequence conflict (6); Topological domain (29); Transmembrane (24)","8",TRUE
"2519","Q9WTW2","Q9WTW2","Chain (1); Glycosylation (3); Region (1); Topological domain (1); Transmembrane (1)","3",TRUE
"2520","Q9WTW5","Q9WTW5","Chain (1); Glycosylation (5); Motif (1); Transmembrane (7)","5",TRUE
"2521","Q9WTX4","Q9WTX4","Chain (2); Disulfide bond (3); Domain (1); Glycosylation (2); Topological domain (2); Transmembrane (1)","2",TRUE
"2522","Q9WTY4","Q9WTY4","Chain (1); Glycosylation (1); Intramembrane (2); Motif (2); Topological domain (9); Transmembrane (6)","1",TRUE
"2523","Q9WTZ2","Q9WTZ2","Active site (3); Chain (1); Domain (1); Glycosylation (6); Modified residue (1); Propeptide (1); Region (2); Sequence conflict (1); Signal (1); Site (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2524","Q9WU02","Q9WU02","Chain (1); Disulfide bond (1); Glycosylation (1); Region (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2525","Q9WU03","Q9WU03","Alternative sequence (3); Chain (1); Disulfide bond (6); Domain (2); Glycosylation (2); Signal (1); Site (2); Topological domain (2); Transmembrane (1)","2",TRUE
"2526","Q9WU38","Q9WU38","Chain (1); Glycosylation (3); Modified residue (2); Region (1); Sequence conflict (2); Topological domain (3); Transmembrane (2)","3",TRUE
"2527","Q9WU39","Q9WU39","Chain (1); Compositional bias (1); Glycosylation (3); Region (1); Topological domain (3); Transmembrane (2)","3",TRUE
"2528","Q9WU60","Q9WU60","Chain (1); Disulfide bond (16); Domain (9); Glycosylation (25); Propeptide (1); Region (1); Repeat (6); Sequence conflict (12); Signal (1); Topological domain (2); Transmembrane (1)","25",TRUE
"2529","Q9WU62","Q9WU62","Alternative sequence (1); Chain (1); Coiled coil (1); Compositional bias (6); Glycosylation (1); Modified residue (30); Region (10); Sequence conflict (4)","1",TRUE
"2530","Q9WU72","Q9WU72","Alternative sequence (1); Chain (2); Disulfide bond (1); Glycosylation (2); Natural variant (1); Region (1); Site (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2531","Q9WUA3","Q9WUA3","Active site (1); Alternative sequence (2); Binding site (18); Chain (1); Glycosylation (1); Modified residue (9); Natural variant (11); Region (3)","1",TRUE
"2532","Q9WUA6","Q9WUA6","Active site (1); Alternative sequence (1); Binding site (2); Chain (1); Compositional bias (1); Disulfide bond (2); Domain (3); Glycosylation (2); Initiator methionine (1); Modified residue (4); Mutagenesis (1); Region (1)","2",TRUE
"2533","Q9WUC3","Q9WUC3","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (1); Lipidation (1); Propeptide (1); Signal (1)","1",TRUE
"2534","Q9WUD6","Q9WUD6","Chain (1); Disulfide bond (11); Glycosylation (2); Lipidation (1); Signal (1)","2",TRUE
"2535","Q9WUH7","Q9WUH7","Chain (1); Compositional bias (1); Disulfide bond (7); Domain (3); Glycosylation (6); Modified residue (2); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2536","Q9WUK7","Q9WUK7","Chain (1); Disulfide bond (1); Glycosylation (2); Lipidation (1); Modified residue (1); Mutagenesis (1); Topological domain (8); Transmembrane (7)","2",TRUE
"2537","Q9WUL5","Q9WUL5","Beta strand (15); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (4); Helix (3); Mutagenesis (17); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","4",TRUE
"2538","Q9WUP0","Q9WUP0","Chain (1); Compositional bias (1); Disulfide bond (2); Glycosylation (4); Region (1); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2539","Q9WUP1","Q9WUP1","Chain (1); Disulfide bond (2); Glycosylation (4); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2540","Q9WUU7","Q9WUU7","Active site (3); Chain (1); Disulfide bond (6); Glycosylation (2); Propeptide (1); Signal (1)","2",TRUE
"2541","Q9WUV2","Q9WUV2","Chain (1); Disulfide bond (1); Glycosylation (2); Topological domain (2); Transmembrane (1)","2",TRUE
"2542","Q9WUZ9","Q9WUZ9","Active site (1); Chain (1); Disulfide bond (2); Glycosylation (1); Mutagenesis (1); Sequence conflict (3); Signal (1)","1",TRUE
"2543","Q9WV08","Q9WV08","Chain (1); Compositional bias (1); Glycosylation (2); Region (1); Topological domain (8); Transmembrane (7)","2",TRUE
"2544","Q9WV18","Q9WV18","Alternative sequence (1); Binding site (5); Chain (1); Coiled coil (1); Compositional bias (2); Disulfide bond (4); Domain (2); Glycosylation (7); Modified residue (2); Region (3); Sequence conflict (9); Signal (1); Topological domain (8); Transmembrane (7)","7",TRUE
"2545","Q9WV38","Q9WV38","Binding site (6); Chain (1); Glycosylation (1); Modified residue (1); Sequence conflict (7); Topological domain (13); Transmembrane (12)","1",TRUE
"2546","Q9WV54","Q9WV54","Active site (1); Chain (2); Disulfide bond (2); Glycosylation (5); Signal (1); Site (3)","5",TRUE
"2547","Q9WV56","Q9WV56","Beta strand (12); Chain (1); Disulfide bond (5); Glycosylation (3); Helix (4); Propeptide (1); Region (1); Sequence conflict (2); Signal (1); Turn (2)","3",TRUE
"2548","Q9WV91","Q9WV91","Chain (1); Disulfide bond (6); Domain (6); Glycosylation (8); Modified residue (1); Motif (3); Sequence conflict (6); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"2549","Q9WVB4","Q9WVB4","Chain (1); Disulfide bond (37); Domain (19); Glycosylation (12); Repeat (20); Sequence conflict (5); Signal (1)","12",TRUE
"2550","Q9WVC8","Q9WVC8","Chain (1); Domain (1); Glycosylation (2); Helix (2); Motif (1); Topological domain (12); Transmembrane (11)","2",TRUE
"2551","Q9WVF6","Q9WVF6","Active site (2); Alternative sequence (1); Binding site (4); Chain (1); Disulfide bond (7); Glycosylation (1); Mutagenesis (1); Signal (1)","1",TRUE
"2552","Q9WVF9","Q9WVF9","Alternative sequence (3); Beta strand (7); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (1); Helix (2); Topological domain (2); Transmembrane (1); Turn (1)","1",TRUE
"2553","Q9WVG5","Q9WVG5","Active site (3); Binding site (1); Chain (1); Disulfide bond (5); Domain (1); Glycosylation (6); Sequence conflict (2); Signal (1)","6",TRUE
"2554","Q9WVH6","Q9WVH6","Chain (1); Coiled coil (1); Disulfide bond (2); Domain (1); Glycosylation (8); Region (1); Signal (1)","8",TRUE
"2555","Q9WVH9","Q9WVH9","Chain (1); Disulfide bond (17); Domain (6); Glycosylation (2); Motif (1); Signal (1)","2",TRUE
"2556","Q9WVJ0","Q9WVJ0","Binding site (1); Chain (1); Compositional bias (6); Domain (2); Glycosylation (3); Intramembrane (1); Motif (1); Region (5); Sequence conflict (19); Topological domain (8); Transmembrane (6)","3",TRUE
"2557","Q9WVJ3","Q9WVJ3","Active site (1); Binding site (6); Chain (1); Glycosylation (3); Propeptide (1); Sequence conflict (2); Signal (1)","3",TRUE
"2558","Q9WVJ9","Q9WVJ9","Chain (1); Disulfide bond (18); Domain (6); Glycosylation (2); Modified residue (1); Mutagenesis (1); Region (1); Sequence conflict (1); Signal (1); Site (3)","2",TRUE
"2559","Q9WVK5","Q9WVK5","Binding site (10); Chain (1); Disulfide bond (2); Glycosylation (8); Topological domain (2); Transmembrane (1)","8",TRUE
"2560","Q9WVL3","Q9WVL3","Alternative sequence (1); Chain (1); Compositional bias (2); Glycosylation (4); Modified residue (7); Region (1); Sequence conflict (3); Topological domain (7); Transmembrane (12)","4",TRUE
"2561","Q9WVL6","Q9WVL6","Active site (1); Binding site (12); Chain (1); Disulfide bond (6); Glycosylation (3); Modified residue (1); Region (1); Sequence conflict (4); Site (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2562","Q9WVS0","Q9WVS0","Chain (1); Disulfide bond (2); Domain (1); Glycosylation (3); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2563","Q9WVT6","Q9WVT6","Active site (1); Beta strand (14); Binding site (4); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (1); Helix (7); Modified residue (1); Signal (1); Topological domain (2); Transmembrane (1); Turn (4)","1",TRUE
"2564","Q9Z0E2","Q9Z0E2","Chain (1); Domain (8); Glycosylation (3); Region (2); Signal (1)","3",TRUE
"2565","Q9Z0E8","Q9Z0E8","Binding site (1); Chain (1); Glycosylation (3); Modified residue (3); Natural variant (1); Topological domain (13); Transmembrane (12)","3",TRUE
"2566","Q9Z0F0","Q9Z0F0","Chain (1); Glycosylation (1); Natural variant (2); Topological domain (2); Transmembrane (1)","1",TRUE
"2567","Q9Z0F5","Q9Z0F5","Chain (1); Domain (1); Glycosylation (2); Motif (3); Mutagenesis (1); Sequence conflict (3); Transmembrane (3)","2",TRUE
"2568","Q9Z0F8","Q9Z0F8","Active site (1); Alternative sequence (2); Binding site (4); Chain (1); Compositional bias (2); Disulfide bond (7); Domain (2); Glycosylation (7); Modified residue (5); Motif (2); Propeptide (1); Region (2); Sequence conflict (8); Signal (1); Topological domain (2); Transmembrane (1)","7",TRUE
"2569","Q9Z0J0","Q9Z0J0","Chain (1); Disulfide bond (3); Glycosylation (2); Modified residue (1); Mutagenesis (16); Signal (1)","2",TRUE
"2570","Q9Z0J1","Q9Z0J1","Chain (1); Disulfide bond (6); Domain (4); Glycosylation (5); Helix (6); Lipidation (1); Mutagenesis (5); Propeptide (1); Region (1); Repeat (5); Sequence conflict (8); Signal (1); Turn (1)","5",TRUE
"2571","Q9Z0J7","Q9Z0J7","Chain (1); Disulfide bond (5); Glycosylation (1); Propeptide (1); Sequence conflict (4); Signal (1)","1",TRUE
"2572","Q9Z0K8","Q9Z0K8","Active site (3); Chain (1); Domain (1); Glycosylation (4); Lipidation (1); Propeptide (1); Sequence conflict (3); Signal (1)","4",TRUE
"2573","Q9Z0L0","Q9Z0L0","Chain (1); Compositional bias (1); Disulfide bond (4); Domain (2); Glycosylation (2); Modified residue (1); Region (1); Repeat (7); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2574","Q9Z0L2","Q9Z0L2","Alternative sequence (4); Chain (1); Compositional bias (1); Disulfide bond (4); Glycosylation (1); Propeptide (1); Region (1); Signal (1)","1",TRUE
"2575","Q9Z0L3","Q9Z0L3","Alternative sequence (6); Chain (1); Disulfide bond (7); Glycosylation (4); Region (4); Sequence conflict (3); Signal (1)","4",TRUE
"2576","Q9Z0L8","Q9Z0L8","Active site (2); Alternative sequence (1); Chain (1); Domain (1); Glycosylation (5); Sequence conflict (4); Signal (1)","5",TRUE
"2577","Q9Z0M1","Q9Z0M1","Active site (3); Binding site (2); Chain (1); Disulfide bond (4); Domain (1); Glycosylation (2); Propeptide (1); Sequence conflict (2); Signal (1)","2",TRUE
"2578","Q9Z0M5","Q9Z0M5","Active site (2); Chain (1); Domain (1); Glycosylation (5); Propeptide (1); Sequence conflict (3); Signal (1)","5",TRUE
"2579","Q9Z0M6","Q9Z0M6","Alternative sequence (2); Chain (3); Disulfide bond (12); Domain (5); Glycosylation (7); Modified residue (5); Region (1); Sequence conflict (7); Signal (1); Site (1); Topological domain (8); Transmembrane (7)","7",TRUE
"2580","Q9Z0T9","Q9Z0T9","Chain (1); Disulfide bond (28); Domain (1); Glycosylation (9); Region (2); Repeat (4); Signal (1); Topological domain (2); Transmembrane (1)","9",TRUE
"2581","Q9Z0U9","Q9Z0U9","Chain (1); Compositional bias (1); Glycosylation (1); Modified residue (1); Region (1); Sequence conflict (1); Topological domain (8); Transmembrane (7)","1",TRUE
"2582","Q9Z0W1","Q9Z0W1","Chain (1); Compositional bias (2); Disulfide bond (12); Domain (1); Glycosylation (1); Modified residue (1); Region (3); Repeat (4); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2583","Q9Z0Z4","Q9Z0Z4","Alternative sequence (1); Binding site (19); Chain (1); Disulfide bond (5); Domain (6); Glycosylation (8); Modified residue (3); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","8",TRUE
"2584","Q9Z123","Q9Z123","Chain (1); Disulfide bond (7); Domain (3); Glycosylation (3); Modified residue (2); Motif (1); Mutagenesis (1); Natural variant (2); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2585","Q9Z125","Q9Z125","Alternative sequence (1); Chain (2); Compositional bias (2); Cross-link (1); Domain (1); Glycosylation (3); Motif (2); Mutagenesis (3); Region (5); Site (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2586","Q9Z126","Q9Z126","Binding site (1); Chain (1); Disulfide bond (2); Glycosylation (1); Modified residue (1); Signal (1)","1",TRUE
"2587","Q9Z132","Q9Z132","Chain (1); Compositional bias (2); Disulfide bond (11); Domain (1); Glycosylation (1); Region (2); Repeat (2); Sequence conflict (2); Signal (1)","1",TRUE
"2588","Q9Z138","Q9Z138","Active site (1); Binding site (2); Chain (1); Compositional bias (2); Disulfide bond (9); Domain (4); Glycosylation (3); Modified residue (2); Region (3); Sequence conflict (6); Signal (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2589","Q9Z139","Q9Z139","Binding site (2); Chain (1); Compositional bias (1); Disulfide bond (9); Domain (4); Glycosylation (4); Modified residue (1); Region (3); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2590","Q9Z175","Q9Z175","Binding site (3); Chain (1); Cross-link (1); Disulfide bond (17); Domain (4); Glycosylation (5); Modified residue (1); Region (1); Sequence conflict (1); Signal (1)","5",TRUE
"2591","Q9Z186","Q9Z186","Active site (2); Alternative sequence (2); Binding site (2); Chain (1); Glycosylation (1); Motif (1); Topological domain (10); Transmembrane (9)","1",TRUE
"2592","Q9Z1F6","Q9Z1F6","Chain (2); Disulfide bond (5); Domain (1); Glycosylation (1); Propeptide (1); Region (1); Sequence conflict (4); Transmembrane (1)","1",TRUE
"2593","Q9Z1L5","Q9Z1L5","Binding site (3); Chain (3); Disulfide bond (1); Domain (2); Glycosylation (4); Modified residue (1); Motif (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2594","Q9Z1M0","Q9Z1M0","Chain (1); Disulfide bond (5); Glycosylation (5); Modified residue (3); Mutagenesis (2); Sequence conflict (3); Topological domain (3); Transmembrane (2)","5",TRUE
"2595","Q9Z1M7","Q9Z1M7","Binding site (4); Chain (1); Coiled coil (1); Glycosylation (4); Region (4); Sequence conflict (4); Topological domain (2); Transmembrane (1)","4",TRUE
"2596","Q9Z1N6","Q9Z1N6","Chain (1); Compositional bias (2); Disulfide bond (5); Domain (2); Glycosylation (5); Region (1); Sequence conflict (1); Signal (1)","5",TRUE
"2597","Q9Z1P4","Q9Z1P4","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (4); Repeat (16); Sequence conflict (3); Signal (1); Topological domain (8); Transmembrane (7)","4",TRUE
"2598","Q9Z1P5","Q9Z1P5","Alternative sequence (1); Binding site (12); Chain (1); Disulfide bond (6); Domain (2); Glycosylation (2); Sequence conflict (3); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2599","Q9Z1P8","Q9Z1P8","Chain (3); Coiled coil (1); Disulfide bond (2); Domain (1); Glycosylation (3); Region (1); Sequence conflict (4); Signal (1); Site (1)","3",TRUE
"2600","Q9Z1Q3","Q9Z1Q3","Chain (1); Disulfide bond (5); Domain (1); Glycosylation (1); Lipidation (1); Propeptide (1); Signal (1)","1",TRUE
"2601","Q9Z1T2","Q9Z1T2","Chain (1); Compositional bias (4); Disulfide bond (23); Domain (6); Glycosylation (3); Motif (2); Region (1); Repeat (8); Sequence conflict (2); Signal (1)","3",TRUE
"2602","Q9Z1W4","Q9Z1W4","Chain (1); Disulfide bond (5); Glycosylation (1); Mutagenesis (1); Propeptide (1); Sequence conflict (2); Signal (1); Site (2)","1",TRUE
"2603","Q9Z1X2","Q9Z1X2","Alternative sequence (2); Chain (1); Compositional bias (1); Glycosylation (1); Modified residue (3); Region (2); Sequence conflict (3); Topological domain (8); Transmembrane (7)","1",TRUE
"2604","Q9Z218","Q9Z218","Chain (1); Disulfide bond (4); Glycosylation (8); Region (1); Sequence conflict (2); Topological domain (2); Transmembrane (1)","8",TRUE
"2605","Q9Z222","Q9Z222","Chain (1); Glycosylation (6); Sequence conflict (1); Topological domain (2); Transmembrane (1)","6",TRUE
"2606","Q9Z247","Q9Z247","Binding site (10); Chain (1); Domain (6); Glycosylation (4); Motif (1); Sequence conflict (13); Signal (1)","4",TRUE
"2607","Q9Z257","Q9Z257","Binding site (4); Disulfide bond (5); Glycosylation (1); Transmembrane (2)","1",TRUE
"2608","Q9Z2A9","Q9Z2A9","Active site (1); Alternative sequence (2); Binding site (4); Chain (2); Glycosylation (7); Sequence conflict (1); Topological domain (2); Transmembrane (1)","7",TRUE
"2609","Q9Z2B1","Q9Z2B1","Active site (1); Chain (1); Disulfide bond (5); Domain (3); Glycosylation (4); Region (1); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2610","Q9Z2B5","Q9Z2B5","Active site (1); Beta strand (22); Binding site (2); Chain (1); Compositional bias (1); Domain (1); Glycosylation (1); Helix (15); Modified residue (4); Mutagenesis (1); Region (3); Sequence conflict (2); Signal (1); Topological domain (2); Transmembrane (1); Turn (3)","1",TRUE
"2611","Q9Z2E3","Q9Z2E3","Active site (1); Binding site (2); Chain (1); Domain (2); Glycosylation (1); Region (2); Sequence conflict (4); Signal (1); Topological domain (2); Transmembrane (1)","1",TRUE
"2612","Q9Z2E9","Q9Z2E9","Chain (1); Compositional bias (2); Glycosylation (2); Modified residue (3); Region (1); Sequence conflict (1); Topological domain (3); Transmembrane (2)","2",TRUE
"2613","Q9Z2G6","Q9Z2G6","Alternative sequence (1); Beta strand (3); Chain (1); Compositional bias (2); Disulfide bond (2); Domain (1); Glycosylation (5); Helix (10); Modified residue (1); Mutagenesis (4); Region (7); Repeat (11); Signal (1); Topological domain (2); Transmembrane (1)","5",TRUE
"2614","Q9Z2H6","Q9Z2H6","Binding site (3); Chain (1); Disulfide bond (3); Domain (1); Glycosylation (2); Sequence conflict (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2615","Q9Z2I4","Q9Z2I4","Alternative sequence (2); Chain (1); Compositional bias (8); Disulfide bond (5); Domain (8); Glycosylation (12); Modified residue (1); Region (4); Signal (1); Topological domain (2); Transmembrane (1)","12",TRUE
"2616","Q9Z2J0","Q9Z2J0","Chain (1); Glycosylation (2); Intramembrane (1); Modified residue (3); Region (1); Sequence conflict (4); Topological domain (14); Transmembrane (12)","2",TRUE
"2617","Q9Z2J6","Q9Z2J6","Chain (1); Disulfide bond (1); Glycosylation (3); Modified residue (2); Motif (1); Topological domain (8); Transmembrane (7)","3",TRUE
"2618","Q9Z2L6","Q9Z2L6","Active site (1); Chain (1); Glycosylation (2); Motif (1); Mutagenesis (1); Sequence conflict (3); Signal (1)","2",TRUE
"2619","Q9Z2U0","Q9Z2U0","Beta strand (14); Chain (1); Glycosylation (1); Helix (6); Modified residue (2); Turn (3)","1",TRUE
"2620","Q9Z2U1","Q9Z2U1","Beta strand (12); Chain (1); Glycosylation (1); Helix (7); Modified residue (5); Turn (2)","1",TRUE
"2621","Q9Z2W8","Q9Z2W8","Binding site (5); Chain (1); Disulfide bond (2); Glycosylation (6); Intramembrane (2); Lipidation (2); Modified residue (1); Sequence conflict (4); Signal (1); Topological domain (5); Transmembrane (3)","6",TRUE
"2622","Q9Z2W9","Q9Z2W9","Binding site (5); Chain (1); Disulfide bond (2); Glycosylation (5); Helix (2); Intramembrane (2); Lipidation (2); Modified residue (2); Sequence conflict (2); Signal (1); Topological domain (5); Transmembrane (3); Turn (1)","5",TRUE
"2623","Q9Z2Y2","Q9Z2Y2","Binding site (9); Chain (1); Compositional bias (1); Disulfide bond (2); Glycosylation (3); Region (1); Topological domain (2); Transmembrane (1)","3",TRUE
"2624","Q9Z306","Q9Z306","Binding site (1); Chain (1); Glycosylation (3); Topological domain (13); Transmembrane (12)","3",TRUE
"2625","Q9Z319","Q9Z319","Active site (3); Alternative sequence (1); Chain (4); Disulfide bond (37); Domain (11); Glycosylation (17); Region (1); Sequence conflict (4); Site (1); Topological domain (2); Transmembrane (1)","17",TRUE
"2626","S4R2P9","S4R2P9","Alternative sequence (1); Beta strand (9); Binding site (24); Chain (1); Domain (2); Glycosylation (2); Helix (2); Region (1); Sequence conflict (1); Signal (1); Topological domain (12); Transmembrane (11); Turn (1)","2",TRUE
"2627","T1NXB5","T1NXB5","Chain (1); Disulfide bond (1); Domain (1); Glycosylation (3); Peptide (1); Signal (1); Transmembrane (1)","3",TRUE
"2628","W8DXL4","W8DXL4","Chain (1); Compositional bias (2); Disulfide bond (1); Domain (1); Glycosylation (4); Mutagenesis (1); Region (2); Repeat (5); Signal (1); Topological domain (2); Transmembrane (1)","4",TRUE
"2629","A0A140LIJ0","A0A140LIJ0","Chain (1); Compositional bias (1); Glycosylation (3); Region (1); Transmembrane (7)","3",TRUE
"2630","A1YIY0","A1YIY0","Alternative sequence (2); Chain (1); Disulfide bond (1); Domain (1); Glycosylation (2); Sequence conflict (1); Signal (1); Topological domain (2); Transmembrane (1)","2",TRUE
"2631","A2A690","A2A690","Alternative sequence (1); Chain (1); Compositional bias (7); Glycosylation (1); Modified residue (14); Region (7); Repeat (14)","1",TRUE
"2632","A2AUQ7","A2AUQ7","Active site (1); Binding site (3); Chain (1); Glycosylation (2); Sequence conflict (3); Topological domain (2); Transmembrane (1)","2",TRUE
"2633","A2AV25","A2AV25","Alternative sequence (1); Binding site (2); Chain (1); Disulfide bond (2); Domain (1); Glycosylation (1); Region (1); Sequence conflict (1); Site (4); Topological domain (2); Transmembrane (1)","1",TRUE
"2634","A3KFU9","A3KFU9","Alternative sequence (3); Chain (1); Domain (1); Glycosylation (2); Region (1); Sequence conflict (6); Topological domain (13); Transmembrane (12)","2",TRUE
"2635","A6H584","A6H584","Chain (1); Compositional bias (3); Domain (15); Glycosylation (4); Motif (3); Region (5); Sequence conflict (2); Signal (1)","4",TRUE
"2636","A6H6T1","A6H6T1","Active site (3); Chain (1); Disulfide bond (4); Domain (1); Glycosylation (1); Region (1); Sequence conflict (9); Signal (1)","1",TRUE
"2637","A7XV04","A7XV04","Alternative sequence (4); Chain (1); Disulfide bond (2); Domain (2); Glycosylation (2); Region (1); Sequence conflict (5); Signal (1); Topological domain (4); Transmembrane (3)","2",TRUE
